"donor_id";"donation_id";"donation_number";"donation_date";"donation_amount"
3257;"3257_4";4;"2021-12-13";330
3258;"3258_1";1;"2020-10-16";310
3258;"3258_2";2;"2021-08-27";315
3258;"3258_3";3;"2023-08-10";311
3259;"3259_1";1;"2020-09-12";373
3259;"3259_2";2;"2024-12-28";370
3260;"3260_1";1;"2020-02-13";3904
3260;"3260_2";2;"2020-04-21";3811
3260;"3260_3";3;"2020-12-01";3929
3260;"3260_4";4;"2022-02-14";3132
3260;"3260_5";5;"2022-05-06";3819
3260;"3260_6";6;"2023-10-06";3404
3260;"3260_7";7;"2024-08-21";2658
3261;"3261_1";1;"2020-02-17";159
3261;"3261_2";2;"2020-04-25";162
3261;"3261_3";3;"2022-10-16";169
3261;"3261_4";4;"2022-11-15";171
3261;"3261_5";5;"2024-04-06";162
3261;"3261_6";6;"2024-06-07";160
3262;"3262_1";1;"2020-11-28";166
3262;"3262_2";2;"2021-02-02";179
3262;"3262_3";3;"2024-01-14";182
3263;"3263_1";1;"2020-12-12";120
3264;"3264_1";1;"2021-01-14";6190
3264;"3264_2";2;"2021-07-17";6253
3264;"3264_3";3;"2023-07-23";6825
3264;"3264_4";4;"2023-09-13";6072
3264;"3264_5";5;"2024-07-22";5796
3265;"3265_1";1;"2020-08-19";127
3265;"3265_2";2;"2023-03-02";145
3265;"3265_3";3;"2024-01-27";139
3265;"3265_4";4;"2024-02-15";141
3266;"3266_1";1;"2020-01-08";4345
3266;"3266_2";2;"2021-04-02";3961
3266;"3266_3";3;"2021-07-13";5273
3266;"3266_4";4;"2022-07-05";3903
3266;"3266_5";5;"2022-07-09";4686
3266;"3266_6";6;"2023-02-05";4330
3267;"3267_1";1;"2020-08-03";85
3267;"3267_2";2;"2021-04-08";83
3267;"3267_3";3;"2021-07-24";79
3267;"3267_4";4;"2021-09-17";85
3267;"3267_5";5;"2022-11-03";68
3267;"3267_6";6;"2022-12-28";74
3267;"3267_7";7;"2024-02-25";84
3267;"3267_8";8;"2024-04-24";82
3268;"3268_1";1;"2021-04-06";345
3269;"3269_1";1;"2020-01-23";242
3269;"3269_2";2;"2021-06-28";242
3269;"3269_3";3;"2022-05-23";255
3269;"3269_4";4;"2022-12-24";240
3269;"3269_5";5;"2023-11-03";256
3269;"3269_6";6;"2024-03-18";251
3270;"3270_1";1;"2021-07-02";309
3270;"3270_2";2;"2022-02-20";318
3270;"3270_3";3;"2022-06-13";313
3270;"3270_4";4;"2022-08-25";314
3270;"3270_5";5;"2023-03-07";321
3270;"3270_6";6;"2024-04-18";314
3270;"3270_7";7;"2024-10-16";325
3271;"3271_1";1;"2020-10-12";236
3271;"3271_2";2;"2020-11-01";228
3271;"3271_3";3;"2021-05-12";234
3271;"3271_4";4;"2021-09-15";235
3271;"3271_5";5;"2022-10-18";232
3271;"3271_6";6;"2023-05-08";233
3271;"3271_7";7;"2023-05-21";230
3271;"3271_8";8;"2023-11-17";244
3271;"3271_9";9;"2024-03-01";235
3271;"3271_10";10;"2024-06-03";240
3272;"3272_1";1;"2020-07-14";9533
3272;"3272_2";2;"2020-12-11";10675
3272;"3272_3";3;"2022-03-11";9510
3273;"3273_1";1;"2021-07-17";8430
3273;"3273_2";2;"2021-07-21";8651
3274;"3274_1";1;"2020-07-21";1619
3274;"3274_2";2;"2021-02-10";1220
3274;"3274_3";3;"2021-07-01";1514
3274;"3274_4";4;"2021-11-24";1710
3274;"3274_5";5;"2022-01-08";1384
3274;"3274_6";6;"2022-05-02";2538
3274;"3274_7";7;"2023-09-08";2554
3274;"3274_8";8;"2023-10-24";2403
3274;"3274_9";9;"2023-11-12";1215
3275;"3275_1";1;"2020-10-19";274
3275;"3275_2";2;"2021-01-24";278
3275;"3275_3";3;"2021-03-11";286
3275;"3275_4";4;"2022-05-28";280
3275;"3275_5";5;"2022-11-06";285
3275;"3275_6";6;"2022-11-19";275
3275;"3275_7";7;"2023-05-13";276
3275;"3275_8";8;"2024-05-06";281
3275;"3275_9";9;"2024-08-11";287
3275;"3275_10";10;"2024-11-21";288
3276;"3276_1";1;"2023-01-02";4244
3276;"3276_2";2;"2024-12-24";4933
3277;"3277_1";1;"2021-03-28";5119
3277;"3277_2";2;"2021-05-21";6243
3277;"3277_3";3;"2023-12-23";5299
3277;"3277_4";4;"2024-07-17";6062
3277;"3277_5";5;"2024-09-11";6045
3277;"3277_6";6;"2024-12-12";5979
3278;"3278_1";1;"2024-06-07";2273
3279;"3279_1";1;"2020-01-24";367
3279;"3279_2";2;"2023-09-23";383
3280;"3280_1";1;"2022-05-18";366
3280;"3280_2";2;"2022-12-26";364
3280;"3280_3";3;"2024-09-08";363
3281;"3281_1";1;"2020-03-20";31
3281;"3281_2";2;"2021-04-24";34
3281;"3281_3";3;"2021-06-07";30
3281;"3281_4";4;"2022-04-25";39
3281;"3281_5";5;"2022-09-11";23
3281;"3281_6";6;"2023-09-07";21
3281;"3281_7";7;"2024-10-22";27
3281;"3281_8";8;"2024-12-25";28
3282;"3282_1";1;"2022-11-04";366
3282;"3282_2";2;"2023-06-14";374
3283;"3283_1";1;"2020-10-04";356
3283;"3283_2";2;"2020-10-05";356
3283;"3283_3";3;"2020-10-18";341
3283;"3283_4";4;"2021-11-11";340
3283;"3283_5";5;"2022-06-08";354
3283;"3283_6";6;"2023-10-14";347
3284;"3284_1";1;"2020-04-06";32
3284;"3284_2";2;"2020-08-15";39
3284;"3284_3";3;"2020-10-02";28
3284;"3284_4";4;"2020-11-03";41
3284;"3284_5";5;"2021-06-28";37
3284;"3284_6";6;"2022-09-02";36
3284;"3284_7";7;"2024-07-24";36
3285;"3285_1";1;"2020-12-19";146
3285;"3285_2";2;"2024-11-09";151
3286;"3286_1";1;"2020-02-18";261
3286;"3286_2";2;"2020-10-05";246
3286;"3286_3";3;"2021-10-08";263
3286;"3286_4";4;"2022-10-19";249
3286;"3286_5";5;"2022-12-07";261
3286;"3286_6";6;"2023-12-17";256
3286;"3286_7";7;"2024-01-04";255
3286;"3286_8";8;"2024-07-11";251
3286;"3286_9";9;"2024-11-17";264
3287;"3287_1";1;"2021-03-16";5134
3287;"3287_2";2;"2022-01-27";4923
3287;"3287_3";3;"2022-02-08";4577
3287;"3287_4";4;"2022-04-10";4704
3287;"3287_5";5;"2024-01-19";4993
3287;"3287_6";6;"2024-04-07";4493
3287;"3287_7";7;"2024-06-25";5330
3287;"3287_8";8;"2024-08-03";4909
3287;"3287_9";9;"2024-12-10";4404
3288;"3288_1";1;"2020-04-10";63
3288;"3288_2";2;"2020-05-12";66
3288;"3288_3";3;"2021-04-17";66
3288;"3288_4";4;"2022-02-22";63
3288;"3288_5";5;"2023-11-21";64
3288;"3288_6";6;"2024-05-25";73
3288;"3288_7";7;"2024-09-23";66
3288;"3288_8";8;"2024-10-24";70
3289;"3289_1";1;"2020-05-22";377
3289;"3289_2";2;"2022-08-04";384
3289;"3289_3";3;"2023-01-12";389
3289;"3289_4";4;"2024-01-03";396
3290;"3290_1";1;"2021-03-12";7054
3290;"3290_2";2;"2022-03-06";6426
3290;"3290_3";3;"2024-06-23";7530
3290;"3290_4";4;"2024-12-09";7160
3291;"3291_1";1;"2021-01-20";7165
3291;"3291_2";2;"2022-08-09";6588
3291;"3291_3";3;"2023-06-07";7399
3291;"3291_4";4;"2023-06-24";7004
3291;"3291_5";5;"2024-02-08";6291
3292;"3292_1";1;"2020-08-05";325
3292;"3292_2";2;"2021-05-04";332
3292;"3292_3";3;"2021-07-08";330
3292;"3292_4";4;"2022-04-21";316
3292;"3292_5";5;"2023-06-14";330
3293;"3293_1";1;"2022-02-04";67
3294;"3294_1";1;"2020-08-18";117
3295;"3295_1";1;"2020-02-11";407
3295;"3295_2";2;"2021-07-10";404
3295;"3295_3";3;"2021-08-15";392
3295;"3295_4";4;"2022-02-09";404
3295;"3295_5";5;"2023-02-27";390
3295;"3295_6";6;"2023-04-12";392
3295;"3295_7";7;"2023-12-01";397
3295;"3295_8";8;"2024-03-01";392
3295;"3295_9";9;"2024-04-05";405
3295;"3295_10";10;"2024-12-26";403
3296;"3296_1";1;"2020-08-11";267
3296;"3296_2";2;"2023-02-26";250
3297;"3297_1";1;"2020-11-18";105
3297;"3297_2";2;"2021-05-26";123
3297;"3297_3";3;"2021-12-04";116
3298;"3298_1";1;"2020-01-03";8481
3298;"3298_2";2;"2021-08-27";8343
3299;"3299_1";1;"2022-02-23";106
3300;"3300_1";1;"2021-04-16";72
3300;"3300_2";2;"2022-03-01";73
3300;"3300_3";3;"2024-12-20";66
3301;"3301_1";1;"2020-05-25";212
3301;"3301_2";2;"2021-03-15";230
3301;"3301_3";3;"2023-01-27";221
3301;"3301_4";4;"2024-10-24";223
3302;"3302_1";1;"2020-03-17";7399
3302;"3302_2";2;"2020-11-10";6735
3302;"3302_3";3;"2020-12-03";7624
3302;"3302_4";4;"2021-01-04";6674
3302;"3302_5";5;"2022-03-02";7738
3302;"3302_6";6;"2023-01-13";7558
3303;"3303_1";1;"2020-05-05";6844
3303;"3303_2";2;"2021-04-28";7856
3303;"3303_3";3;"2021-11-26";8029
3303;"3303_4";4;"2023-08-14";6615
3304;"3304_1";1;"2020-02-27";5131
3304;"3304_2";2;"2020-05-07";4788
3304;"3304_3";3;"2020-07-14";4050
3304;"3304_4";4;"2022-04-20";4782
3304;"3304_5";5;"2022-10-05";5467
3305;"3305_1";1;"2020-04-06";78
3305;"3305_2";2;"2020-05-25";70
3305;"3305_3";3;"2021-02-09";78
3305;"3305_4";4;"2021-08-04";67
3305;"3305_5";5;"2023-08-17";72
3306;"3306_1";1;"2020-11-18";331
3306;"3306_2";2;"2022-05-05";331
3306;"3306_3";3;"2022-07-01";327
3306;"3306_4";4;"2023-07-07";337
3306;"3306_5";5;"2023-07-08";323
3306;"3306_6";6;"2024-07-14";338
3307;"3307_1";1;"2021-01-18";127
3307;"3307_2";2;"2021-11-26";122
3307;"3307_3";3;"2023-05-05";126
3307;"3307_4";4;"2024-05-03";130
3307;"3307_5";5;"2024-09-02";121
3308;"3308_1";1;"2020-03-17";6392
3308;"3308_2";2;"2020-05-21";5684
3308;"3308_3";3;"2020-08-18";6392
3308;"3308_4";4;"2021-04-22";6513
3308;"3308_5";5;"2022-01-13";6547
3308;"3308_6";6;"2023-12-17";5841
3308;"3308_7";7;"2024-04-12";5549
3308;"3308_8";8;"2024-06-16";6524
3308;"3308_9";9;"2024-08-28";6118
3308;"3308_10";10;"2024-10-21";6558
3309;"3309_1";1;"2020-04-28";66
3309;"3309_2";2;"2021-02-25";66
3309;"3309_3";3;"2023-04-09";59
3309;"3309_4";4;"2023-06-07";68
3309;"3309_5";5;"2023-07-21";62
3309;"3309_6";6;"2023-09-16";78
3309;"3309_7";7;"2024-02-11";65
3309;"3309_8";8;"2024-07-17";62
3310;"3310_1";1;"2021-02-17";4550
3310;"3310_2";2;"2021-12-15";4121
3310;"3310_3";3;"2022-05-28";5090
3310;"3310_4";4;"2023-03-15";3987
3310;"3310_5";5;"2023-06-19";5131
3311;"3311_1";1;"2024-01-01";316
3312;"3312_1";1;"2020-05-27";109
3312;"3312_2";2;"2020-09-14";103
3312;"3312_3";3;"2021-07-10";93
3312;"3312_4";4;"2022-05-26";97
3312;"3312_5";5;"2023-03-05";109
3312;"3312_6";6;"2023-06-15";95
3312;"3312_7";7;"2024-01-22";107
3312;"3312_8";8;"2024-06-17";106
3313;"3313_1";1;"2021-08-18";178
3313;"3313_2";2;"2024-07-25";177
3314;"3314_1";1;"2020-03-28";189
3314;"3314_2";2;"2020-10-14";203
3314;"3314_3";3;"2020-10-27";200
3314;"3314_4";4;"2022-08-04";202
3314;"3314_5";5;"2023-05-08";203
3315;"3315_1";1;"2020-05-14";200
3315;"3315_2";2;"2021-09-28";196
3315;"3315_3";3;"2022-04-08";206
3315;"3315_4";4;"2022-05-13";193
3315;"3315_5";5;"2022-11-16";205
3315;"3315_6";6;"2023-04-22";204
3315;"3315_7";7;"2024-01-03";198
3315;"3315_8";8;"2024-01-21";195
3315;"3315_9";9;"2024-11-07";197
3316;"3316_1";1;"2020-09-09";104
3316;"3316_2";2;"2021-09-22";95
3317;"3317_1";1;"2021-01-08";108
3317;"3317_2";2;"2022-03-22";97
3317;"3317_3";3;"2024-11-04";109
3318;"3318_1";1;"2020-03-15";98
3318;"3318_2";2;"2021-09-25";94
3319;"3319_1";1;"2023-05-22";41
3319;"3319_2";2;"2023-07-11";39
3319;"3319_3";3;"2023-10-22";48
3320;"3320_1";1;"2023-01-28";176
3321;"3321_1";1;"2021-07-14";311
3321;"3321_2";2;"2023-01-24";310
3321;"3321_3";3;"2024-11-08";297
3322;"3322_1";1;"2020-02-07";345
3322;"3322_2";2;"2020-06-13";355
3322;"3322_3";3;"2020-10-01";339
3322;"3322_4";4;"2022-04-01";344
3322;"3322_5";5;"2023-09-01";348
3322;"3322_6";6;"2024-08-05";347
3323;"3323_1";1;"2023-02-24";234
3323;"3323_2";2;"2023-05-10";223
3323;"3323_3";3;"2023-09-06";228
3324;"3324_1";1;"2020-09-24";26
3324;"3324_2";2;"2021-08-26";16
3324;"3324_3";3;"2022-05-24";25
3324;"3324_4";4;"2023-02-16";26
3324;"3324_5";5;"2023-07-23";17
3324;"3324_6";6;"2024-06-25";20
3324;"3324_7";7;"2024-11-21";21
3325;"3325_1";1;"2020-04-12";303
3326;"3326_1";1;"2020-12-21";171
3326;"3326_2";2;"2021-10-18";178
3326;"3326_3";3;"2024-10-08";177
3327;"3327_1";1;"2020-12-12";232
3327;"3327_2";2;"2021-02-12";215
3327;"3327_3";3;"2022-07-13";226
3327;"3327_4";4;"2023-02-12";230
3327;"3327_5";5;"2023-11-16";215
3327;"3327_6";6;"2023-12-16";215
3328;"3328_1";1;"2020-02-16";363
3328;"3328_2";2;"2022-12-27";357
3328;"3328_3";3;"2023-09-15";354
3329;"3329_1";1;"2023-10-04";3493
3330;"3330_1";1;"2020-03-24";229
3330;"3330_2";2;"2021-01-18";217
3330;"3330_3";3;"2021-08-20";229
3330;"3330_4";4;"2021-11-16";213
3330;"3330_5";5;"2022-11-19";219
3330;"3330_6";6;"2023-04-11";215
3330;"3330_7";7;"2023-06-24";224
3330;"3330_8";8;"2024-04-14";225
3331;"3331_1";1;"2023-05-11";171
3331;"3331_2";2;"2023-09-28";162
3331;"3331_3";3;"2024-08-10";173
3332;"3332_1";1;"2020-11-23";392
3332;"3332_2";2;"2022-11-27";400
3332;"3332_3";3;"2023-08-20";405
3332;"3332_4";4;"2023-10-26";406
3332;"3332_5";5;"2024-06-26";393
3332;"3332_6";6;"2024-10-03";394
3332;"3332_7";7;"2024-10-15";405
3333;"3333_1";1;"2022-03-26";73
3333;"3333_2";2;"2023-01-25";89
3333;"3333_3";3;"2023-02-25";77
3333;"3333_4";4;"2023-06-05";72
3333;"3333_5";5;"2024-10-02";86
3334;"3334_1";1;"2020-07-24";111
3334;"3334_2";2;"2021-06-03";118
3334;"3334_3";3;"2022-08-20";119
3334;"3334_4";4;"2023-06-13";110
3334;"3334_5";5;"2023-11-26";105
3334;"3334_6";6;"2024-03-09";116
3335;"3335_1";1;"2022-02-10";5643
3335;"3335_2";2;"2023-07-12";6736
3335;"3335_3";3;"2024-12-15";5716
3336;"3336_1";1;"2024-04-24";83
3337;"3337_1";1;"2020-02-18";107
3337;"3337_2";2;"2020-07-03";95
3337;"3337_3";3;"2020-07-07";88
3337;"3337_4";4;"2021-06-10";99
3337;"3337_5";5;"2021-08-23";89
3337;"3337_6";6;"2021-11-09";100
3337;"3337_7";7;"2023-12-20";96
3337;"3337_8";8;"2024-01-20";100
3337;"3337_9";9;"2024-11-17";98
3338;"3338_1";1;"2020-04-13";41
3338;"3338_2";2;"2020-05-19";46
3338;"3338_3";3;"2020-09-09";43
3338;"3338_4";4;"2021-01-05";55
3338;"3338_5";5;"2022-07-09";40
3338;"3338_6";6;"2023-01-19";59
3338;"3338_7";7;"2023-05-25";49
3338;"3338_8";8;"2023-08-17";47
3338;"3338_9";9;"2023-12-23";51
3339;"3339_1";1;"2020-12-26";1991
3339;"3339_2";2;"2021-02-12";1714
3339;"3339_3";3;"2021-02-16";736
3339;"3339_4";4;"2022-11-05";2033
3339;"3339_5";5;"2023-08-03";1605
3339;"3339_6";6;"2024-07-20";1121
3340;"3340_1";1;"2022-06-19";1997
3340;"3340_2";2;"2022-10-14";2043
3340;"3340_3";3;"2023-11-10";2554
3340;"3340_4";4;"2024-12-05";1768
3340;"3340_5";5;"2024-12-21";1786
3341;"3341_1";1;"2021-06-22";12
3341;"3341_2";2;"2023-12-15";22
3342;"3342_1";1;"2021-07-10";171
3343;"3343_1";1;"2023-12-11";6073
3343;"3343_2";2;"2024-11-12";4776
3344;"3344_1";1;"2020-06-06";5470
3344;"3344_2";2;"2020-12-05";4863
3344;"3344_3";3;"2023-01-08";5645
3344;"3344_4";4;"2023-02-22";5517
3344;"3344_5";5;"2024-01-03";4709
3345;"3345_1";1;"2020-04-01";7862
3345;"3345_2";2;"2020-08-28";7238
3345;"3345_3";3;"2021-02-25";8246
3345;"3345_4";4;"2021-03-05";7303
3345;"3345_5";5;"2024-07-17";7354
3345;"3345_6";6;"2024-10-04";7109
3346;"3346_1";1;"2020-02-20";138
3346;"3346_2";2;"2022-08-25";140
3346;"3346_3";3;"2022-11-11";136
3346;"3346_4";4;"2024-01-01";125
3346;"3346_5";5;"2024-01-10";133
3346;"3346_6";6;"2024-10-05";131
3347;"3347_1";1;"2023-01-09";3392
3347;"3347_2";2;"2023-01-18";2921
3347;"3347_3";3;"2023-02-16";3847
3347;"3347_4";4;"2023-04-21";3888
3348;"3348_1";1;"2022-03-09";125
3348;"3348_2";2;"2022-03-22";130
3348;"3348_3";3;"2023-04-19";130
3349;"3349_1";1;"2021-02-07";8578
3349;"3349_2";2;"2021-07-16";8014
3349;"3349_3";3;"2022-09-18";9067
3349;"3349_4";4;"2023-08-22";8166
3350;"3350_1";1;"2020-05-01";10207
3350;"3350_2";2;"2023-09-27";10257
3351;"3351_1";1;"2021-12-12";207
3351;"3351_2";2;"2022-08-20";209
3351;"3351_3";3;"2023-08-24";200
3351;"3351_4";4;"2024-05-09";208
3351;"3351_5";5;"2024-10-27";196
3351;"3351_6";6;"2024-12-20";199
3352;"3352_1";1;"2021-01-14";347
3352;"3352_2";2;"2022-02-05";331
3352;"3352_3";3;"2024-06-25";347
3353;"3353_1";1;"2021-02-04";29
3353;"3353_2";2;"2021-09-06";40
3353;"3353_3";3;"2022-01-02";43
3353;"3353_4";4;"2022-04-27";44
3353;"3353_5";5;"2022-06-25";30
3353;"3353_6";6;"2022-09-02";31
3353;"3353_7";7;"2023-07-24";41
3353;"3353_8";8;"2023-08-07";39
3353;"3353_9";9;"2024-12-03";40
3354;"3354_1";1;"2020-07-07";143
3354;"3354_2";2;"2021-05-22";149
3354;"3354_3";3;"2021-06-08";148
3354;"3354_4";4;"2021-11-11";159
3354;"3354_5";5;"2022-12-08";160
3354;"3354_6";6;"2023-04-11";158
3354;"3354_7";7;"2024-06-28";145
3355;"3355_1";1;"2022-04-01";1911
3355;"3355_2";2;"2024-04-19";2762
3356;"3356_1";1;"2021-01-05";157
3356;"3356_2";2;"2022-09-17";175
3356;"3356_3";3;"2022-12-14";172
3356;"3356_4";4;"2022-12-21";157
3356;"3356_5";5;"2023-03-16";160
3356;"3356_6";6;"2024-04-25";170
3357;"3357_1";1;"2022-08-14";327
3357;"3357_2";2;"2023-02-14";338
3357;"3357_3";3;"2024-01-07";339
3357;"3357_4";4;"2024-09-01";327
3358;"3358_1";1;"2023-06-03";267
3358;"3358_2";2;"2024-11-21";257
3359;"3359_1";1;"2021-09-05";1957
3360;"3360_1";1;"2020-04-19";10825
3360;"3360_2";2;"2020-06-12";9474
3360;"3360_3";3;"2021-06-11";10160
3360;"3360_4";4;"2023-08-20";9631
3360;"3360_5";5;"2023-11-05";10679
3360;"3360_6";6;"2024-01-17";9474
3360;"3360_7";7;"2024-01-26";9678
3361;"3361_1";1;"2021-08-16";9796
3361;"3361_2";2;"2022-08-02";9842
3361;"3361_3";3;"2023-10-01";9908
3361;"3361_4";4;"2024-10-06";9235
3362;"3362_1";1;"2022-06-07";242
3363;"3363_1";1;"2021-03-21";7293
3363;"3363_2";2;"2021-11-05";6878
3363;"3363_3";3;"2022-08-19";7401
3363;"3363_4";4;"2023-05-26";7485
3363;"3363_5";5;"2023-06-16";7651
3363;"3363_6";6;"2023-08-24";7291
3363;"3363_7";7;"2023-11-22";7050
3363;"3363_8";8;"2023-12-06";6989
3363;"3363_9";9;"2024-02-02";7231
3363;"3363_10";10;"2024-06-27";8294
3364;"3364_1";1;"2022-01-14";188
3364;"3364_2";2;"2023-01-09";169
3364;"3364_3";3;"2023-05-18";172
3364;"3364_4";4;"2023-09-12";179
3364;"3364_5";5;"2023-10-24";171
3364;"3364_6";6;"2024-04-16";170
3364;"3364_7";7;"2024-06-03";169
3364;"3364_8";8;"2024-10-07";173
3365;"3365_1";1;"2020-08-08";7490
3365;"3365_2";2;"2023-03-08";6572
3366;"3366_1";1;"2021-02-05";159
3366;"3366_2";2;"2023-04-11";160
3367;"3367_1";1;"2021-01-12";7297
3367;"3367_2";2;"2023-02-12";6317
3367;"3367_3";3;"2024-07-09";6422
3367;"3367_4";4;"2024-08-17";6954
3368;"3368_1";1;"2020-05-03";210
3368;"3368_2";2;"2021-05-25";208
3368;"3368_3";3;"2021-07-08";221
3368;"3368_4";4;"2022-02-23";207
3368;"3368_5";5;"2022-04-16";206
3368;"3368_6";6;"2023-05-24";216
3368;"3368_7";7;"2023-09-28";219
3368;"3368_8";8;"2023-12-23";219
3368;"3368_9";9;"2024-02-16";205
3368;"3368_10";10;"2024-11-21";222
3369;"3369_1";1;"2020-06-04";323
3369;"3369_2";2;"2021-08-23";321
3369;"3369_3";3;"2023-12-12";332
3369;"3369_4";4;"2024-06-24";332
3370;"3370_1";1;"2020-12-27";374
3370;"3370_2";2;"2021-12-14";393
3370;"3370_3";3;"2022-02-16";386
3371;"3371_1";1;"2020-06-11";196
3371;"3371_2";2;"2021-02-17";204
3371;"3371_3";3;"2021-08-05";199
3371;"3371_4";4;"2021-10-21";199
3371;"3371_5";5;"2022-07-14";195
3371;"3371_6";6;"2023-06-07";204
3371;"3371_7";7;"2023-08-06";203
3371;"3371_8";8;"2024-01-01";208
3371;"3371_9";9;"2024-07-09";202
3371;"3371_10";10;"2024-08-12";191
3372;"3372_1";1;"2020-02-23";316
3372;"3372_2";2;"2020-07-14";315
3372;"3372_3";3;"2021-01-27";313
3372;"3372_4";4;"2022-05-21";321
3372;"3372_5";5;"2023-12-10";314
3373;"3373_1";1;"2021-07-23";7888
3374;"3374_1";1;"2020-02-01";109
3374;"3374_2";2;"2022-09-03";110
3374;"3374_3";3;"2023-03-03";96
3374;"3374_4";4;"2024-07-22";111
3375;"3375_1";1;"2020-02-22";223
3375;"3375_2";2;"2020-02-27";209
3375;"3375_3";3;"2020-12-17";225
3375;"3375_4";4;"2021-03-27";224
3375;"3375_5";5;"2023-04-19";215
3375;"3375_6";6;"2023-04-28";222
3375;"3375_7";7;"2023-05-24";211
3375;"3375_8";8;"2023-07-05";214
3376;"3376_1";1;"2020-09-13";20
3376;"3376_2";2;"2021-02-01";11
3376;"3376_3";3;"2022-03-01";20
3376;"3376_4";4;"2022-08-05";17
3376;"3376_5";5;"2022-08-26";29
3377;"3377_1";1;"2020-03-25";169
3377;"3377_2";2;"2021-03-16";175
3377;"3377_3";3;"2021-03-21";183
3377;"3377_4";4;"2021-09-05";182
3377;"3377_5";5;"2021-11-11";176
3377;"3377_6";6;"2022-06-19";165
3377;"3377_7";7;"2023-07-03";182
3377;"3377_8";8;"2023-08-08";182
3377;"3377_9";9;"2024-02-17";171
3378;"3378_1";1;"2021-01-13";215
3378;"3378_2";2;"2021-04-07";219
3378;"3378_3";3;"2021-05-18";213
3378;"3378_4";4;"2021-06-02";214
3378;"3378_5";5;"2021-06-25";211
3378;"3378_6";6;"2022-06-23";203
3378;"3378_7";7;"2023-11-04";216
3378;"3378_8";8;"2024-05-26";221
3378;"3378_9";9;"2024-08-09";218
3379;"3379_1";1;"2020-03-15";7302
3379;"3379_2";2;"2020-12-02";8346
3379;"3379_3";3;"2021-03-20";8186
3379;"3379_4";4;"2021-08-13";8011
3379;"3379_5";5;"2022-01-10";8348
3379;"3379_6";6;"2022-11-12";7364
3379;"3379_7";7;"2023-05-25";7755
3379;"3379_8";8;"2023-06-08";8493
3379;"3379_9";9;"2024-03-18";8340
3380;"3380_1";1;"2020-02-04";352
3380;"3380_2";2;"2020-03-18";369
3380;"3380_3";3;"2020-09-21";356
3380;"3380_4";4;"2020-09-25";369
3380;"3380_5";5;"2022-03-06";353
3380;"3380_6";6;"2023-03-15";356
3380;"3380_7";7;"2023-06-27";355
3380;"3380_8";8;"2024-09-09";351
3381;"3381_1";1;"2020-01-03";98
3381;"3381_2";2;"2020-05-02";85
3381;"3381_3";3;"2020-09-02";93
3381;"3381_4";4;"2022-07-10";97
3381;"3381_5";5;"2023-09-12";97
3381;"3381_6";6;"2023-10-04";99
3381;"3381_7";7;"2024-03-11";93
3381;"3381_8";8;"2024-05-01";89
3382;"3382_1";1;"2020-07-22";385
3382;"3382_2";2;"2021-09-16";394
3382;"3382_3";3;"2023-12-20";387
3382;"3382_4";4;"2024-02-27";393
3382;"3382_5";5;"2024-12-03";390
3383;"3383_1";1;"2021-04-17";168
3383;"3383_2";2;"2022-11-04";184
3383;"3383_3";3;"2024-01-19";173
3384;"3384_1";1;"2021-08-02";304
3384;"3384_2";2;"2021-11-17";304
3385;"3385_1";1;"2023-04-08";213
3385;"3385_2";2;"2024-02-17";209
3385;"3385_3";3;"2024-10-06";210
3386;"3386_1";1;"2021-05-10";152
3386;"3386_2";2;"2022-04-26";161
3386;"3386_3";3;"2022-10-19";166
3386;"3386_4";4;"2023-06-12";148
3386;"3386_5";5;"2024-03-18";151
3386;"3386_6";6;"2024-06-14";163
3387;"3387_1";1;"2022-01-06";373
3387;"3387_2";2;"2022-06-01";389
3387;"3387_3";3;"2022-07-09";379
3387;"3387_4";4;"2023-02-04";382
3387;"3387_5";5;"2023-02-19";379
3387;"3387_6";6;"2024-05-11";382
3387;"3387_7";7;"2024-06-24";390
3388;"3388_1";1;"2020-05-16";5276
3388;"3388_2";2;"2020-12-10";5426
3388;"3388_3";3;"2021-03-13";5349
3388;"3388_4";4;"2022-08-24";4891
3388;"3388_5";5;"2022-11-03";5833
3388;"3388_6";6;"2023-01-22";5800
3388;"3388_7";7;"2023-05-22";5597
3388;"3388_8";8;"2023-06-27";5639
3388;"3388_9";9;"2024-08-10";5661
3388;"3388_10";10;"2024-12-28";5266
3389;"3389_1";1;"2021-10-04";133
3389;"3389_2";2;"2023-07-12";132
3389;"3389_3";3;"2023-10-03";131
3390;"3390_1";1;"2021-01-06";33
3390;"3390_2";2;"2022-01-11";36
3390;"3390_3";3;"2022-09-23";42
3390;"3390_4";4;"2022-10-18";43
3390;"3390_5";5;"2023-03-05";33
3390;"3390_6";6;"2023-03-09";47
3390;"3390_7";7;"2023-06-01";35
3390;"3390_8";8;"2023-11-10";50
3390;"3390_9";9;"2023-11-21";39
3390;"3390_10";10;"2024-04-09";40
3391;"3391_1";1;"2022-09-10";216
3392;"3392_1";1;"2020-02-19";63
3392;"3392_2";2;"2021-02-09";56
3392;"3392_3";3;"2021-04-23";51
3392;"3392_4";4;"2021-11-11";51
3392;"3392_5";5;"2024-06-16";65
3393;"3393_1";1;"2020-04-09";5787
3394;"3394_1";1;"2021-12-09";1169
3394;"3394_2";2;"2022-03-23";1732
3394;"3394_3";3;"2022-08-14";2285
3394;"3394_4";4;"2024-03-17";2366
3394;"3394_5";5;"2024-04-13";2357
